,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
2100,21,Male,Information Technology,1,9.0,No,Yes,1
2101,19,Male,Information Technology,0,6.0,No,Yes,0
2102,19,Male,Computer Science,1,9.0,No,No,1
2103,19,Male,Civil,0,7.0,No,No,0
2104,20,Female,Computer Science,1,6.0,Yes,Yes,1
2105,20,Male,Information Technology,0,6.0,No,No,0
2106,19,Male,Electronics And Communication,0,8.0,No,No,1
2107,19,Male,Electronics And Communication,0,7.0,No,No,0
2108,21,Male,Computer Science,0,5.0,No,Yes,0
2109,21,Male,Electrical,0,7.0,No,No,0
2110,19,Male,Mechanical,0,9.0,Yes,Yes,1
2111,19,Male,Electronics And Communication,2,8.0,Yes,Yes,1
2112,19,Male,Electronics And Communication,0,9.0,No,No,1
2113,20,Male,Computer Science,3,6.0,No,No,1
2114,22,Male,Information Technology,1,6.0,No,No,1
2115,22,Male,Computer Science,1,9.0,No,No,1
2116,21,Male,Computer Science,1,7.0,No,Yes,1
2117,21,Female,Information Technology,1,5.0,No,No,0
2118,22,Male,Electrical,0,5.0,Yes,No,0
2119,19,Male,Mechanical,1,5.0,Yes,No,0
2120,22,Male,Mechanical,0,5.0,Yes,No,0
2121,21,Male,Electronics And Communication,0,9.0,No,No,1
2122,19,Male,Computer Science,0,8.0,No,No,1
2123,21,Male,Electrical,1,5.0,No,No,0
2124,20,Male,Electrical,0,5.0,No,No,0
2125,21,Female,Civil,1,8.0,No,No,1
2126,20,Male,Computer Science,0,8.0,No,Yes,1
2127,22,Male,Information Technology,2,5.0,No,No,0
2128,20,Male,Mechanical,0,6.0,Yes,No,0
2129,19,Male,Computer Science,0,9.0,No,Yes,1
2130,22,Male,Civil,1,7.0,No,No,0
2131,22,Male,Electronics And Communication,0,5.0,No,No,0
2132,19,Male,Information Technology,0,9.0,No,Yes,1
2133,19,Male,Mechanical,0,6.0,No,No,1
2134,22,Male,Information Technology,1,9.0,No,Yes,1
2135,21,Male,Electronics And Communication,1,7.0,No,Yes,1
2136,19,Male,Electrical,0,5.0,No,No,0
2137,21,Male,Computer Science,1,8.0,No,No,1
2138,22,Male,Computer Science,1,6.0,No,No,1
2139,19,Male,Electronics And Communication,1,8.0,No,Yes,1
2140,22,Male,Electronics And Communication,1,9.0,Yes,Yes,1
2141,22,Male,Computer Science,0,6.0,No,No,1
2142,22,Female,Computer Science,0,9.0,Yes,No,1
2143,19,Male,Information Technology,1,6.0,No,No,1
2144,20,Male,Mechanical,1,9.0,Yes,No,1
2145,21,Male,Computer Science,0,9.0,No,No,1
2146,19,Male,Information Technology,2,8.0,No,No,1
2147,21,Male,Electrical,1,9.0,No,No,1
2148,20,Male,Civil,0,8.0,Yes,No,1
2149,19,Male,Computer Science,1,7.0,No,No,1
2150,20,Male,Information Technology,0,8.0,No,No,1
2151,20,Male,Computer Science,0,5.0,No,No,0
2152,19,Female,Electrical,3,9.0,No,Yes,1
2153,20,Male,Information Technology,1,7.0,No,No,1
2154,22,Male,Civil,0,9.0,Yes,No,1
2155,20,Male,Mechanical,0,7.0,Yes,Yes,1
2156,21,Male,Information Technology,0,7.0,No,No,0
2157,20,Male,Computer Science,1,8.0,No,No,1
2158,21,Male,Information Technology,1,8.0,Yes,No,1
2159,21,Male,Civil,0,6.0,No,No,0
2160,19,Male,Mechanical,0,7.0,Yes,No,0
2161,22,Male,Electrical,0,8.0,No,No,1
2162,22,Male,Computer Science,1,9.0,No,No,1
2163,20,Female,Civil,1,9.0,Yes,No,1
2164,21,Male,Mechanical,0,6.0,Yes,No,1
2165,20,Male,Computer Science,2,7.0,No,Yes,1
2166,21,Male,Computer Science,0,5.0,No,No,0
2167,21,Female,Electronics And Communication,0,7.0,No,No,0
2168,21,Male,Information Technology,0,6.0,No,No,0
2169,22,Male,Information Technology,1,5.0,Yes,No,0
2170,19,Male,Information Technology,1,9.0,Yes,No,1
2171,19,Male,Mechanical,3,7.0,Yes,No,1
2172,21,Male,Electrical,0,5.0,Yes,No,0
2173,20,Female,Computer Science,0,9.0,Yes,Yes,1
2174,21,Male,Computer Science,1,6.0,No,No,1
2175,22,Male,Information Technology,1,5.0,No,No,0
2176,21,Male,Electronics And Communication,0,7.0,No,No,0
2177,21,Male,Information Technology,3,9.0,Yes,No,1
2178,22,Male,Mechanical,0,5.0,No,No,0
2179,21,Male,Computer Science,2,7.0,No,No,0
2180,20,Male,Information Technology,3,9.0,Yes,No,1
2181,22,Male,Mechanical,0,8.0,Yes,No,1
2182,19,Male,Electronics And Communication,1,6.0,No,Yes,1
2183,20,Male,Mechanical,1,9.0,Yes,No,1
2184,20,Male,Civil,2,9.0,Yes,No,1
2185,21,Male,Mechanical,1,8.0,Yes,No,1
2186,22,Male,Electronics And Communication,1,7.0,Yes,Yes,1
2187,22,Female,Computer Science,1,6.0,Yes,No,0
2188,20,Male,Computer Science,0,6.0,No,No,0
2189,19,Female,Information Technology,1,8.0,No,No,1
2190,19,Male,Information Technology,1,7.0,No,No,0
2191,21,Male,Computer Science,1,6.0,No,No,0
2192,21,Female,Electrical,0,7.0,Yes,Yes,0
2193,20,Male,Computer Science,1,8.0,No,No,1
2194,21,Male,Civil,1,6.0,No,No,0
2195,20,Male,Electronics And Communication,1,6.0,No,No,0
2196,19,Male,Information Technology,2,6.0,No,No,1
2197,21,Male,Mechanical,1,6.0,Yes,Yes,0
2198,19,Male,Electrical,0,7.0,No,No,0
2199,19,Male,Information Technology,0,8.0,No,No,1
2200,21,Male,Civil,0,7.0,Yes,No,0
2201,21,Female,Information Technology,1,7.0,No,No,1
2202,19,Male,Mechanical,0,7.0,Yes,No,0
2203,21,Male,Information Technology,2,7.0,No,No,1
2204,20,Male,Electrical,0,6.0,No,No,0
2205,19,Male,Computer Science,1,6.0,No,No,1
2206,20,Female,Computer Science,0,7.0,Yes,Yes,1
2207,19,Female,Computer Science,1,7.0,Yes,No,1
2208,19,Male,Electrical,0,6.0,No,Yes,0
2209,19,Male,Electronics And Communication,0,7.0,No,No,1
2210,19,Male,Electrical,0,7.0,No,No,0
2211,20,Male,Computer Science,0,6.0,No,Yes,1
2212,21,Female,Computer Science,1,8.0,Yes,No,1
2213,19,Male,Mechanical,0,6.0,Yes,No,0
2214,19,Male,Computer Science,2,8.0,No,No,1
2215,20,Male,Computer Science,0,7.0,No,No,0
2216,20,Male,Electrical,1,6.0,No,No,1
2217,22,Female,Computer Science,3,6.0,Yes,No,1
2218,21,Male,Electrical,0,7.0,No,No,0
2219,20,Male,Computer Science,0,8.0,No,Yes,1
2220,19,Male,Information Technology,2,8.0,No,No,1
2221,22,Male,Electronics And Communication,1,6.0,No,No,0
2222,22,Male,Information Technology,0,7.0,No,No,1
2223,20,Male,Mechanical,0,6.0,Yes,Yes,0
2224,20,Male,Mechanical,0,7.0,Yes,No,0
2225,21,Male,Computer Science,0,8.0,No,No,1
2226,22,Male,Civil,0,8.0,No,No,1
2227,22,Male,Computer Science,1,8.0,No,No,1
2228,19,Male,Civil,1,6.0,No,No,0
2229,22,Male,Electrical,0,8.0,No,No,1
2230,21,Male,Electronics And Communication,0,6.0,No,No,0
2231,20,Male,Electrical,0,6.0,No,No,0
2232,20,Male,Electronics And Communication,1,8.0,No,No,1
2233,22,Male,Computer Science,1,6.0,No,No,1
2234,19,Male,Computer Science,0,8.0,No,No,1
2235,19,Male,Mechanical,0,8.0,Yes,Yes,1
2236,20,Male,Information Technology,1,6.0,No,Yes,0
2237,19,Female,Information Technology,1,6.0,No,No,0
2238,21,Male,Electrical,0,6.0,No,No,0
2239,21,Female,Mechanical,1,6.0,No,No,0
2240,22,Male,Mechanical,0,8.0,No,No,1
2241,21,Male,Computer Science,1,8.0,No,No,1
2242,19,Female,Electronics And Communication,1,8.0,No,Yes,1
2243,19,Male,Electronics And Communication,0,7.0,No,No,1
2244,21,Male,Electronics And Communication,0,8.0,No,No,1
2245,21,Male,Civil,1,6.0,No,No,0
2246,19,Male,Mechanical,1,8.0,Yes,Yes,1
2247,20,Male,Electronics And Communication,1,7.0,No,No,1
2248,19,Male,Mechanical,0,7.0,Yes,No,0
2249,19,Male,Civil,0,8.0,Yes,Yes,1
2250,19,Male,Mechanical,0,7.0,No,No,0
2251,19,Male,Information Technology,0,6.0,No,No,0
2252,19,Male,Electrical,2,7.0,No,No,1
2253,20,Female,Computer Science,0,7.0,Yes,No,0
2254,22,Female,Civil,1,6.0,No,No,0
2255,19,Male,Civil,1,6.0,No,No,1
2256,20,Male,Computer Science,1,7.0,No,No,1
2257,22,Male,Information Technology,1,6.0,No,No,1
2258,19,Male,Computer Science,0,7.0,No,Yes,1
2259,19,Female,Electrical,0,7.0,No,No,0
2260,22,Male,Computer Science,1,7.0,No,No,0
2261,21,Male,Civil,0,8.0,No,No,1
2262,20,Male,Civil,1,8.0,No,No,1
2263,21,Male,Electronics And Communication,2,8.0,No,No,1
2264,20,Female,Computer Science,0,6.0,Yes,Yes,0
2265,21,Male,Electrical,1,7.0,No,No,1
2266,22,Male,Computer Science,1,7.0,No,No,0
2267,22,Female,Information Technology,3,6.0,Yes,Yes,0
2268,20,Male,Computer Science,2,7.0,No,No,1
2269,20,Male,Computer Science,2,6.0,No,No,1
2270,19,Male,Mechanical,1,6.0,Yes,Yes,0
2271,22,Male,Information Technology,1,8.0,Yes,No,1
2272,22,Male,Mechanical,0,8.0,No,No,1
2273,22,Female,Electronics And Communication,1,7.0,Yes,No,0
2274,20,Male,Electrical,0,8.0,No,Yes,1
2275,21,Male,Information Technology,1,8.0,Yes,No,1
2276,21,Male,Computer Science,0,6.0,No,No,0
2277,21,Male,Information Technology,0,6.0,No,No,0
2278,21,Male,Information Technology,0,8.0,No,No,1
2279,20,Female,Civil,1,6.0,No,Yes,0
2280,19,Male,Information Technology,0,7.0,No,No,0
2281,20,Female,Information Technology,0,6.0,No,No,0
2282,22,Male,Mechanical,1,8.0,Yes,No,1
2283,22,Female,Electrical,0,7.0,No,No,0
2284,21,Male,Information Technology,1,7.0,No,No,0
2285,19,Female,Electrical,1,7.0,No,No,1
2286,19,Female,Electronics And Communication,0,6.0,No,No,0
2287,19,Male,Information Technology,1,7.0,No,No,0
2288,20,Female,Computer Science,1,8.0,Yes,No,1
2289,20,Male,Information Technology,1,7.0,No,No,0
2290,22,Female,Electronics And Communication,1,7.0,No,No,0
2291,20,Male,Civil,0,7.0,No,No,0
2292,20,Male,Electronics And Communication,1,6.0,No,No,0
2293,21,Female,Information Technology,0,6.0,No,No,0
2294,21,Male,Information Technology,0,7.0,No,No,0
2295,20,Female,Electronics And Communication,0,7.0,No,No,1
2296,19,Male,Electrical,2,7.0,No,Yes,1
2297,21,Male,Information Technology,0,8.0,No,No,1
2298,21,Male,Computer Science,1,6.0,No,No,0
2299,20,Male,Civil,0,8.0,No,No,1
2300,22,Male,Civil,1,7.0,No,No,0
2301,20,Male,Information Technology,0,6.0,No,No,0
2302,19,Male,Electrical,0,6.0,No,No,0
2303,22,Male,Civil,0,7.0,No,No,0
2304,21,Male,Civil,0,7.0,No,No,0
2305,22,Male,Information Technology,0,7.0,No,No,0
2306,19,Male,Electrical,0,8.0,No,No,1
2307,21,Male,Information Technology,1,8.0,No,No,1
2308,21,Male,Electronics And Communication,1,7.0,No,Yes,1
2309,22,Female,Computer Science,2,8.0,Yes,No,1
2310,22,Male,Computer Science,0,8.0,No,No,1
2311,19,Male,Electrical,1,7.0,No,Yes,1
2312,20,Male,Computer Science,1,7.0,No,No,0
2313,20,Male,Electronics And Communication,1,6.0,No,No,0
2314,19,Male,Civil,1,8.0,No,No,1
2315,22,Male,Computer Science,0,6.0,No,No,0
2316,20,Male,Electronics And Communication,0,6.0,No,No,0
2317,22,Male,Mechanical,0,6.0,Yes,No,0
2318,21,Male,Information Technology,0,7.0,No,No,0
2319,21,Female,Electronics And Communication,0,7.0,No,No,0
2320,20,Male,Electronics And Communication,0,8.0,No,Yes,1
2321,20,Female,Electronics And Communication,2,8.0,No,No,1
2322,22,Female,Computer Science,1,7.0,Yes,No,0
2323,22,Female,Mechanical,1,6.0,Yes,No,0
2324,19,Male,Electronics And Communication,0,7.0,No,No,0
2325,22,Female,Electronics And Communication,0,8.0,No,No,1
2326,19,Male,Electrical,1,6.0,No,No,0
2327,20,Male,Computer Science,2,7.0,No,No,1
2328,19,Female,Computer Science,1,7.0,Yes,No,0
2329,21,Male,Mechanical,0,8.0,Yes,No,1
2330,22,Male,Computer Science,1,6.0,No,No,0
2331,19,Male,Mechanical,1,6.0,Yes,No,0
2332,20,Male,Electrical,0,6.0,No,No,0
2333,29,Female,Mechanical,1,8.0,Yes,No,1
2334,20,Male,Information Technology,1,6.0,No,No,0
2335,20,Male,Information Technology,0,6.0,No,No,0
2336,20,Male,Information Technology,1,6.0,No,No,0
2337,20,Male,Electronics And Communication,0,6.0,No,No,0
2338,22,Male,Civil,1,8.0,No,No,1
2339,19,Male,Computer Science,0,6.0,No,No,0
2340,20,Male,Electronics And Communication,1,6.0,No,No,0
2341,19,Male,Information Technology,0,7.0,No,No,0
2342,20,Male,Electrical,0,6.0,No,No,0
2343,19,Female,Computer Science,0,8.0,Yes,No,1
2344,20,Male,Information Technology,0,8.0,No,Yes,1
2345,19,Male,Information Technology,2,7.0,No,No,1
2346,22,Female,Civil,1,6.0,No,No,0
2347,22,Male,Civil,1,6.0,No,No,0
2348,19,Male,Electrical,0,8.0,No,No,1
2349,21,Male,Electrical,0,8.0,No,No,1
2350,22,Female,Information Technology,0,6.0,No,No,0
2351,20,Male,Electronics And Communication,1,7.0,No,No,0
2352,21,Male,Computer Science,2,7.0,No,No,1
2353,19,Male,Information Technology,2,8.0,No,No,1
2354,22,Female,Information Technology,1,7.0,No,No,0
2355,21,Male,Electronics And Communication,0,7.0,No,No,1
2356,19,Male,Information Technology,1,8.0,No,No,1
2357,21,Male,Computer Science,1,6.0,No,No,0
2358,21,Male,Electronics And Communication,1,8.0,No,Yes,1
2359,21,Male,Computer Science,0,7.0,No,Yes,0
2360,20,Male,Civil,0,7.0,Yes,No,0
2361,21,Female,Information Technology,0,8.0,No,No,1
2362,20,Male,Computer Science,0,6.0,No,No,0
2363,19,Female,Electrical,1,7.0,No,No,1
2364,22,Male,Civil,0,8.0,Yes,No,1
2365,19,Male,Computer Science,0,7.0,No,Yes,0
2366,20,Male,Computer Science,0,8.0,No,No,1
2367,20,Female,Mechanical,1,7.0,No,No,0
2368,22,Female,Computer Science,1,8.0,Yes,No,1
2369,22,Male,Information Technology,0,6.0,No,No,0
2370,19,Male,Computer Science,1,8.0,No,No,1
2371,20,Female,Electrical,3,6.0,No,Yes,0
2372,20,Male,Civil,0,8.0,Yes,No,1
2373,19,Male,Mechanical,1,7.0,Yes,No,0
2374,22,Male,Computer Science,1,6.0,No,No,0
2375,19,Male,Mechanical,1,8.0,Yes,No,1
2376,21,Male,Electrical,1,6.0,No,No,0
2377,21,Male,Mechanical,0,8.0,Yes,No,1
2378,20,Male,Computer Science,0,6.0,No,No,0
2379,20,Male,Mechanical,1,6.0,Yes,No,0
2380,20,Male,Computer Science,1,8.0,No,No,1
2381,20,Male,Mechanical,2,6.0,Yes,No,1
2382,20,Male,Computer Science,0,7.0,No,Yes,0
2383,20,Male,Computer Science,0,6.0,No,No,0
2384,20,Male,Computer Science,0,6.0,No,No,0
2385,21,Male,Computer Science,1,8.0,No,No,1
2386,20,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2387,20,Female,Civil,1,7.0,No,No,0
2388,19,Male,Electronics And Communication,1,7.0,No,No,1
2389,19,Female,Electronics And Communication,0,8.0,No,No,1
2390,19,Male,Electronics And Communication,1,7.0,No,Yes,0
2391,21,Female,Information Technology,0,6.0,No,No,0
2392,22,Male,Electrical,1,7.0,Yes,Yes,0
2393,22,Male,Mechanical,1,6.0,Yes,No,0
2394,21,Male,Mechanical,0,6.0,Yes,Yes,0
2395,20,Male,Information Technology,0,7.0,No,Yes,0
2396,22,Male,Mechanical,1,7.0,Yes,No,0
2397,22,Male,Civil,0,8.0,Yes,No,1
2398,22,Female,Electronics And Communication,0,6.0,No,No,0
2399,19,Male,Mechanical,0,7.0,Yes,No,0
2400,22,Male,Electronics And Communication,1,6.0,No,No,0
2401,19,Male,Civil,0,6.0,No,No,0
2402,22,Male,Information Technology,2,8.0,No,No,1
2403,20,Male,Computer Science,1,8.0,No,No,1
2404,20,Male,Electronics And Communication,0,6.0,No,No,0
2405,19,Male,Civil,1,7.0,No,No,0
2406,22,Male,Information Technology,0,8.0,No,Yes,1
2407,21,Male,Electrical,1,8.0,No,No,1
2408,21,Male,Civil,0,7.0,No,Yes,0
2409,22,Male,Mechanical,0,6.0,Yes,Yes,0
2410,20,Male,Information Technology,0,8.0,No,No,1
2411,19,Female,Mechanical,1,6.0,Yes,No,0
2412,22,Female,Computer Science,2,7.0,Yes,No,0
2413,22,Male,Mechanical,0,6.0,Yes,No,0
2414,20,Male,Civil,0,6.0,No,No,0
2415,20,Male,Computer Science,1,7.0,No,No,0
2416,21,Male,Computer Science,2,6.0,No,No,1
2417,20,Male,Computer Science,0,7.0,No,No,0
2418,19,Male,Computer Science,1,8.0,No,No,1
2419,21,Male,Electrical,1,6.0,No,No,0
2420,22,Male,Mechanical,0,6.0,Yes,No,0
2421,21,Male,Electrical,0,7.0,Yes,No,0
2422,22,Male,Electronics And Communication,0,8.0,No,No,1
2423,21,Male,Electrical,0,7.0,No,No,0
2424,22,Male,Electronics And Communication,1,6.0,No,No,0
2425,20,Male,Mechanical,1,8.0,Yes,No,1
2426,21,Male,Computer Science,1,6.0,No,No,0
2427,20,Male,Civil,1,8.0,No,No,1
2428,22,Male,Civil,0,6.0,No,No,0
2429,21,Male,Computer Science,0,8.0,No,Yes,1
2430,21,Male,Civil,0,6.0,Yes,No,0
2431,19,Male,Computer Science,1,6.0,No,No,0
2432,22,Male,Civil,0,6.0,Yes,No,0
2433,19,Male,Civil,1,8.0,No,No,1
2434,21,Male,Computer Science,1,6.0,No,No,0
2435,20,Male,Computer Science,1,7.0,No,No,0
2436,19,Male,Electrical,0,8.0,No,Yes,1
2437,20,Male,Information Technology,1,8.0,No,No,1
2438,20,Male,Computer Science,1,6.0,No,No,0
2439,22,Male,Mechanical,0,8.0,No,No,1
2440,19,Male,Electronics And Communication,1,8.0,No,No,1
2441,19,Male,Civil,0,6.0,No,No,0
2442,19,Male,Civil,0,8.0,Yes,Yes,1
2443,20,Male,Mechanical,0,8.0,Yes,No,1
2444,19,Male,Electronics And Communication,0,8.0,No,No,1
2445,22,Male,Information Technology,0,6.0,No,No,0
2446,28,Male,Computer Science,0,6.0,No,No,1
2447,22,Male,Computer Science,1,7.0,No,No,0
2448,22,Male,Information Technology,0,6.0,No,No,0
2449,19,Male,Electronics And Communication,1,6.0,Yes,No,0
2450,19,Male,Computer Science,1,7.0,No,No,0
2451,21,Male,Computer Science,0,7.0,No,No,0
2452,22,Male,Mechanical,1,6.0,No,No,0
2453,20,Male,Electronics And Communication,1,7.0,No,No,0
2454,19,Male,Mechanical,0,8.0,Yes,No,1
2455,22,Male,Civil,0,7.0,No,No,0
2456,21,Male,Electrical,0,8.0,No,No,1
2457,20,Male,Mechanical,0,7.0,Yes,Yes,0
2458,19,Male,Mechanical,1,8.0,Yes,No,1
2459,21,Male,Information Technology,1,6.0,No,No,0
2460,19,Male,Mechanical,1,8.0,No,Yes,1
2461,19,Male,Computer Science,0,7.0,No,Yes,0
2462,22,Male,Civil,1,6.0,Yes,No,0
2463,19,Female,Computer Science,1,6.0,Yes,No,0
2464,22,Male,Information Technology,1,8.0,No,No,1
2465,19,Male,Electrical,2,8.0,No,Yes,1
2466,21,Female,Mechanical,1,6.0,Yes,Yes,0
2467,21,Male,Electrical,0,7.0,No,No,0
2468,20,Male,Electrical,0,8.0,No,Yes,1
2469,20,Male,Mechanical,1,8.0,Yes,No,1
2470,19,Male,Computer Science,2,6.0,No,No,1
2471,21,Male,Information Technology,0,6.0,No,Yes,0
2472,22,Male,Information Technology,1,7.0,No,No,0
2473,22,Male,Civil,1,8.0,No,No,1
2474,21,Male,Computer Science,1,7.0,No,No,0
2475,21,Male,Information Technology,0,7.0,No,No,0
2476,22,Female,Electronics And Communication,2,7.0,No,No,0
2477,21,Male,Electrical,1,7.0,No,Yes,1
2478,22,Male,Information Technology,0,6.0,No,Yes,0
2479,19,Male,Civil,0,6.0,Yes,No,0
2480,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2481,19,Female,Computer Science,1,7.0,Yes,No,0
2482,21,Male,Computer Science,0,6.0,No,Yes,0
2483,20,Male,Information Technology,0,7.0,No,No,0
2484,20,Male,Electrical,0,7.0,Yes,No,0
2485,19,Male,Electronics And Communication,1,8.0,No,Yes,1
2486,19,Male,Computer Science,1,6.0,No,No,0
2487,21,Male,Civil,0,8.0,Yes,No,1
2488,22,Male,Electrical,3,7.0,No,No,0
2489,21,Male,Electronics And Communication,0,8.0,No,Yes,1
2490,22,Male,Computer Science,2,7.0,No,No,0
2491,22,Male,Electronics And Communication,1,6.0,No,No,0
2492,21,Male,Information Technology,0,6.0,No,No,0
2493,21,Male,Information Technology,0,6.0,No,No,0
2494,20,Male,Information Technology,0,6.0,No,No,0
2495,19,Male,Computer Science,0,6.0,No,Yes,0
2496,21,Female,Electronics And Communication,0,7.0,No,No,0
2497,22,Male,Information Technology,0,7.0,No,Yes,0
2498,21,Male,Computer Science,0,7.0,No,Yes,0
2499,22,Male,Computer Science,2,6.0,No,No,1
2500,20,Male,Information Technology,0,7.0,No,Yes,0
2501,21,Male,Mechanical,0,8.0,Yes,No,1
2502,21,Female,Electrical,1,7.0,No,No,1
2503,20,Male,Electrical,2,7.0,No,No,1
2504,21,Male,Civil,0,8.0,Yes,No,1
2505,21,Male,Mechanical,0,8.0,Yes,No,1
2506,21,Male,Electrical,0,7.0,No,No,0
2507,20,Male,Information Technology,0,8.0,No,Yes,1
2508,21,Male,Computer Science,0,7.0,No,No,0
2509,20,Female,Computer Science,2,6.0,Yes,No,1
2510,21,Male,Computer Science,1,6.0,No,No,0
2511,21,Female,Electrical,0,8.0,No,No,1
2512,21,Male,Computer Science,0,7.0,No,No,0
2513,21,Male,Civil,0,7.0,No,No,0
2514,20,Male,Civil,2,7.0,No,No,0
2515,20,Female,Information Technology,0,6.0,No,No,0
2516,21,Male,Electronics And Communication,1,6.0,Yes,Yes,0
2517,20,Male,Information Technology,0,8.0,No,No,1
2518,20,Male,Computer Science,1,8.0,No,No,1
2519,21,Male,Civil,0,8.0,No,Yes,1
2520,20,Male,Computer Science,2,6.0,No,No,1
2521,21,Female,Mechanical,1,8.0,Yes,No,1
2522,20,Male,Civil,0,8.0,No,Yes,1
2523,20,Male,Computer Science,1,7.0,No,No,0
2524,21,Male,Mechanical,0,6.0,Yes,No,0
2525,20,Male,Mechanical,0,7.0,Yes,No,0
2526,20,Male,Electronics And Communication,1,6.0,No,Yes,0
2527,20,Female,Computer Science,0,6.0,Yes,Yes,0
2528,20,Male,Mechanical,0,6.0,Yes,Yes,0
2529,20,Male,Computer Science,1,8.0,No,No,1
2530,20,Male,Civil,1,6.0,No,No,0
2531,20,Male,Computer Science,0,8.0,No,No,1
2532,20,Male,Electronics And Communication,1,6.0,No,No,0
2533,21,Female,Information Technology,0,7.0,No,No,0
2534,20,Male,Electrical,1,7.0,No,No,1
2535,21,Male,Mechanical,3,6.0,Yes,No,1
2536,20,Male,Computer Science,0,7.0,No,No,0
2537,21,Female,Electronics And Communication,1,8.0,No,No,1
2538,21,Male,Electronics And Communication,1,7.0,No,Yes,1
2539,21,Male,Mechanical,0,7.0,No,No,0
2540,21,Female,Electronics And Communication,1,8.0,No,No,1
2541,20,Male,Civil,1,8.0,No,No,1
2542,21,Male,Electronics And Communication,0,7.0,No,No,1
2543,20,Male,Civil,0,6.0,Yes,Yes,0
2544,21,Male,Information Technology,2,6.0,No,No,1
2545,20,Male,Information Technology,0,7.0,No,No,0
2546,20,Male,Electronics And Communication,0,6.0,No,No,0
2547,20,Male,Information Technology,0,6.0,No,No,0
2548,20,Male,Mechanical,1,6.0,Yes,No,0
2549,21,Male,Electronics And Communication,0,7.0,No,No,0
2550,20,Male,Mechanical,3,8.0,Yes,No,1
2551,20,Male,Mechanical,0,7.0,Yes,No,0
2552,21,Male,Civil,1,6.0,No,No,0
2553,20,Male,Information Technology,1,8.0,No,No,1
2554,21,Male,Computer Science,1,6.0,No,No,0
2555,21,Male,Computer Science,1,7.0,Yes,No,0
2556,21,Male,Computer Science,1,8.0,No,No,1
2557,20,Male,Mechanical,1,8.0,Yes,No,1
2558,20,Male,Information Technology,0,8.0,No,Yes,1
2559,20,Male,Computer Science,0,6.0,No,Yes,0
2560,21,Male,Mechanical,1,8.0,Yes,No,1
2561,20,Male,Civil,0,8.0,No,No,1
2562,20,Female,Electronics And Communication,0,6.0,No,No,0
2563,21,Male,Electrical,0,8.0,No,No,1
2564,21,Male,Mechanical,0,6.0,Yes,No,0
2565,21,Female,Computer Science,1,6.0,Yes,No,0
2566,20,Male,Information Technology,0,6.0,No,No,0
2567,21,Male,Civil,1,8.0,No,No,1
2568,20,Male,Mechanical,1,8.0,Yes,No,1
2569,21,Female,Electrical,1,8.0,No,No,1
2570,21,Male,Civil,0,7.0,No,No,0
2571,21,Male,Mechanical,0,7.0,Yes,No,0
2572,21,Male,Electronics And Communication,0,7.0,No,No,1
2573,20,Male,Computer Science,1,8.0,No,No,1
2574,21,Female,Information Technology,1,8.0,Yes,No,1
2575,20,Female,Information Technology,1,8.0,Yes,No,1
2576,20,Male,Mechanical,0,7.0,Yes,No,0
2577,20,Male,Information Technology,2,6.0,No,No,1
2578,21,Male,Computer Science,1,7.0,No,No,0
2579,21,Female,Mechanical,1,6.0,Yes,No,0
2580,21,Male,Computer Science,2,6.0,No,No,1
2581,20,Male,Information Technology,1,7.0,No,No,0
2582,20,Male,Civil,0,6.0,Yes,No,0
2583,21,Male,Mechanical,0,7.0,Yes,Yes,0
2584,21,Male,Computer Science,2,7.0,No,Yes,0
2585,20,Male,Information Technology,0,7.0,No,Yes,0
2586,20,Male,Civil,0,7.0,Yes,No,0
2587,21,Male,Electronics And Communication,0,7.0,No,No,1
2588,21,Female,Information Technology,1,8.0,Yes,No,1
2589,21,Male,Mechanical,0,6.0,Yes,No,0
2590,21,Female,Computer Science,1,8.0,Yes,No,1
2591,20,Female,Information Technology,0,7.0,No,No,0
2592,21,Male,Mechanical,1,7.0,Yes,No,0
2593,21,Male,Civil,0,8.0,No,No,1
2594,21,Male,Information Technology,0,7.0,No,No,0
2595,20,Male,Information Technology,1,7.0,No,Yes,0
2596,21,Male,Mechanical,0,6.0,No,Yes,0
2597,21,Male,Electrical,2,6.0,No,Yes,0
2598,21,Male,Electrical,0,7.0,No,No,0
2599,20,Male,Computer Science,1,7.0,Yes,No,0
2600,20,Female,Computer Science,0,7.0,Yes,No,0
2601,20,Male,Computer Science,1,8.0,No,No,1
2602,20,Male,Civil,0,7.0,No,Yes,0
2603,20,Male,Civil,2,9.0,No,No,1
2604,21,Female,Computer Science,1,9.0,Yes,No,1
2605,20,Male,Electrical,0,9.0,Yes,No,1
2606,20,Male,Civil,2,9.0,No,No,1
2607,20,Male,Information Technology,0,8.0,No,No,1
2608,21,Male,Computer Science,1,8.0,No,No,1
2609,21,Male,Information Technology,1,8.0,No,No,1
2610,20,Male,Electronics And Communication,0,7.0,No,No,1
2611,20,Male,Computer Science,1,9.0,No,No,1
2612,20,Male,Electrical,3,7.0,No,No,1
2613,21,Male,Civil,1,8.0,No,No,1
2614,21,Male,Mechanical,0,7.0,Yes,Yes,0
2615,21,Male,Electronics And Communication,2,7.0,Yes,Yes,1
2616,21,Female,Computer Science,1,7.0,Yes,No,0
